ReviewTitle,ReviewBody,ReviewStar,Product
"the voice on calls was pathetic as the reciever was hearing loud noises other than ...
","Was a big fan of JBL untill i received this product. The sound was not upto the mark. the voice on calls was pathetic as the reciever was hearing loud noises other than my voice. Bass was not proper. better to go with a wired earphone instead of buying this. It was looking so big on neck and was not manageable for runs and workout. Immidiately ordered return and amazon took lot many days to first return it and i am stil waiting for my money to be processed so that i can order a different earphone.
",2,JBL T110BT
"Cheap JBL headphones.
","Third class product and can't contact JBL customer support through call or email. Headphones battery doesn't hould charging even after charging overnight and it drains in few minutes feels like Amazon is good at  selling cheap products nor JBL or Amazon is ready to take responsibility.
",1,JBL T110BT
"Don't waste your money on this piece of crap.
","This is my personal experience with this product.I own JBL stuff at home.. but this device just doesn't belong to that category! Weird. Really disappointed by the quality. The audio quality doesn't sound like a genuine JBL make.. with very cheap BASE and slightly HIGH TREBLE.. it's not a pleasant product to enjoy music with.. sounds like the Chinese made ₹150 earphones.. i bought this product once and had it returned.. but then there was no available option for a refund. The Customer service executive asked me to have the product replaced and check the product quality as the one i recieved might have been damaged for some reason. I agreed and after 3 days i received my product today and it's a NEW one but now i realise the product quality.. the problems i mentioned earlier still persist. There was no defects in the earlier one either.. And now i return it again and i see a refund option.. but then initially i used my VISA card to pay.. and now the refund would only credit into my Amazon Pay Balance and not my bank account. Amazon wants me to spend that money on buying products from Amazon itself n wouldn't refund it to me. Anyways that shouldn't matter me as im a frequent user of the Amazon Pay Balance. But who knows it might be a matter of fact to other people using Amazon out there. That's again pretty disappointing. Totally unsatisfied with the seller and the product.PS : I tried this product on the One Plus 5T, Samsung Galaxy S9+ and also on an iPhone 7+ and it was all the same.
",1,JBL T110BT
"Serious Pairing issues
","there is a serious pairing issues with this headset. I was facing this issue for quite some time that while talking on call headset pairing breaks with my phone. i have tried it with other phone as well thinking it could be a device specific intermittent issue but story remained unchanged. additionally, i have testify it another friend of mine who recently purchase it and he stamped on this issue.would want to return it but my returning duration is lapsed. I am stuck with this faulty piece. :(have bought on a higher price than Portronics (becuase of brand image, JBL) but regretting now. :( :(
",1,JBL T110BT
"Awesome product
","Awesome product. Battery backup is about 5 1/2 - 6 hours when i am using it continuously. Have been using it for more than 3 months. No issues faced. If your usage is within 5 - 6 hours at a time my suggestion go for it. Voice is clear when speaking, lightweight. Bass & sound quality is great but does depend on the app you are using in your phone to listen to music. I have tried with JIO music, Amazon music, jet player etc. Most of the players gave excellent output. I guggest try with different players or equalizer settings to get the perfect audio. The wires are tapered in shape hence can sustain a little bit of stress. 3 different size of earbuds are available with this product and selecting the correct size does not allow the buds to fall off (Tried it when running on a treadmill). All in all awesome product at this price.
",5,JBL T110BT
"Not worth your time.
","Terrible Bass. This product does not justify the name given to it. I bought a Portronics Por-766 Conch 204 along with this set, just as a spare, cost me some 400 or something which has a better output than the JBL. I wouldn't reccommend this product if you want to listen to music.I cannot believe I fell for this brand and model name like this. I wish I hadn't bought the product.
",1,JBL T110BT
"Good sound quality but low on durability
","Pros: Crisp sound. Good bass. Good volume range.Cons: Works smoothly for the first month or two. Post that you realise that there are connection issues due to minor obstructions like fabric or even if device is obstructed by a body part (neck or hand), so the sound falters. Initially I could keep my mobile in my trouser pocket and listen to the music, but later on there was so much of connection stability issues, I had to hold it in my hand or keep it in direct, unobstructed range from the device. You can also see a drastic dip in the range between device and the headset over a period of time.Eventually, it pretty much becomes as good as a regular earphone, because of the way and distance you have to place your device from you phone or laptop.I had to replace it after 4 months (it was in it warranty period). The condition of the replaced product is the same now. Might get it changed again, I think, because its still in the warranty period. The good part about their service centre is that they replace it without asking questions, as long as you have the valid invoice with you.
",3,JBL T110BT
"Perfect companion to your ears and soul.
","After a long research to get my BT Headset in the price rage of Rs.2000, I finally landed with this one. I'm happy about this choice. I explored Ant, Tagg and other brands but the JBL brand value and its wider service network given confidence. Surely it's simple yet powerful headphone. very elegant design, no non-sense outfit. Perfect for several hours of music. It is having magnetic lock, which is not mentioned in the product page. In the pack, it has different sized three pairs of ear-bud caps, the subtle Orange in the ear-buds presents its beauty very presently. As far as sound concern, it is JBL. I already own speaker and over-head phone from JBL, which are performing for several years consistently. This also proves its quality. Good bass and clarity, even in minimum to maximum volumes. If you have high resolution audio files, it is perfect companion. The mic placement is not friendly and no carrying pouch is given so, I deduct one star for it.
",4,JBL T110BT
"Bass not good.
","They sell calling it pure bass.. extra bass earphone..Which it is surely not.. even JBL Equalizer app isn't recognizing it.
",1,JBL T110BT
"Not so Good product as its Name
","Calling....is Good but...for music there is no Bass system...it run like a normal headset after paying 2k plus....So needs to improove music quality... besides all fine...
",2,JBL T110BT
"Charging issue after a month use.
","It stopped after a month of working.Cahrging stopped. Warrenty is not supported from the amazon you have to rush to the JBL service center to get replace. Sound qualityis good but not great. Just a ordinary headphones at the such cost.
",2,JBL T110BT
"so obviously the sound quality and bass are awesome and upto the expectations
","I don't need to talk about the quality of the product...duh!,  it's JBL, so obviously the sound quality and bass are awesome and upto the expectations. The only problem (s) I faced were that it's wire is way too long for a Bluetooth device. Sometimes it creates problems. On top of that, the right side earpiece stopped working after just 1 month of use. Since it was under warranty I ordered for an exchange.
",3,JBL T110BT
"... people have started selling fake products but I deeply disappointed by the product
","I don't know if Amazon people have started selling fake products but I  deeply disappointed by the product. It abruptly stopped working after 15 days of purchase & I can't even return it. I have ended up wasting my 2000 bucks
",1,JBL T110BT
"its good as looks contains magnetic attraction bass + clear audio ...
","its good as looks contains magnetic attraction bass + clear audio with nice battery life bt price is too high for quality
",3,JBL T110BT
"JBL T110 BT- Worth the money?
","Battery life is Good but expected a little more from JBL in terms of sound quality.Yes, Tested this with youtube, inbuilt music player of phone and play music app. You will get the real bass only when you tweek the settings to bass boost @ 100 in equiliser of play music app.Rest the build quality is good and product is 100% genuine...Fitting in ear is good and both the earbuds are magnetic enables you to carry them around your neck easily.To wrap up; If you need a decent pair of earphones with not boomy heavy bass but optimum bass then go for it !
",3,JBL T110BT
"Bad Product
","It disconnect every time u listen to a song.Bought same product second time still faceing the same issue.
",1,JBL T110BT
"Decent bluetooth handsets
","Ok batter back up, decent sound and bass. Volume feels low sometimes during call specially when you are in traffic area. Otherwise good option for those who want decent bluetooth handset.... Recommended if you have low budgetEdited on 07.06.2018Start disconnecting automatically, need to reconnect it manually again and againGetting switched off automatically and when try to get it on again nothing will happen, respond like battery drain out completely although it was not. Then after half an hour or so it start responding after pressing on/off buttonBattery backup also not good as it was earlier
",1,JBL T110BT
"Pls don’t buy
","Don’t buy poor voice quality while on call and they won’t even return the product you can only replace it ... do not buy !!!
",1,JBL T110BT
"Worst jbl product
","Pure bass tag given is not applicable for the product. Jbl disappoints the bass feature with this product. Treble is soo high that you wish to lower your volume and just enjoy the music in background but the feel is lost. i don't recommend this product to anyone.
",2,JBL T110BT
"Heats up, no noise cancellation
","Worst product to use with iPhone. Heats up in ears. I took a replacement, however, even the replaced product is not up to satisfaction. Further, Amazon was not ready for refund. I use it only to listen to music. If we have to talk to someone, this is not a good option especially if you have an iPhone. There is no noise reduction in spite of paying so much money. Wouldn’t recommend.
",1,JBL T110BT
"Sound is good,bass is normal not have deep base.
","Sound quality is very clear and good but base is normal.battery life is good and noise cancellation is exillent.
",5,JBL T110BT
"Sound quality is POOR. No bass
","Sound quality is POOR. No bass, not much treble. If you have used better headphones in the past, it will sound like you are listening music in speech mode. Its flat.  [No beats:( ]. Sony MDR-EX150AP which is like the cheapest Sony headphone with mic is light years ahead w.r.t to sound quality.Buy this only if you are desperate for a Bluetooth headphone.
",3,JBL T110BT
"Noise cancellation is good. And Thanks Amazon for timely delivery
","The Earphones are decent to listen music. To Receive calls, the voice echoes. More so,the length of the chord could have been a little shorter as it's length is a little bigger for a Bluetooth earpiece. Rest, Noise cancellation is good. And Thanks Amazon for timely delivery :).
",4,JBL T110BT
"Just Bass not Extra Bass or Pure Bass
","It comes with medium ear buds default.Not good for bass lovers, although JBL says it's pure bass. Not pure or extra bass. When pressed with hands tightly, we can feel some bass.Sony Extra bass lovers not buy this product.Treble is bit more even the equilizer is adjusted.Jbl : Hear the truth, their tag line.That is true for every jbl product.I think I'll love this headset gradually.Some adjustments are made. First replace medium ear bud with small size bud. It places tightly in the ear. Thus feel more bass
",3,JBL T110BT
"Please dont buy this waste of money and its against the advertised
","Not sure why JBL have  pure bass and bass is zero.Please dont buy this waste of money and its against the advertised.
",1,JBL T110BT
"Just Fine for the price range.
","In ₹2000 price range its a fair purchase. The sound quality though is not that up to mark, at least not what I expect from JBL. Its not Pure Bass as it says its just a lot of Treble and I hate it. Overall its OK just turn on the EQ and change it to Bass Booster but it will lower the volume a little and you can hear the outside world clearly. The design is neat and very attractive but the placement of the mic is not a suitable position. The Bluetooth sometimes disconnects when multitasking. I faced this problem while I was playing PUBG and suddenly someone called when I picked up the phone it disconnected that is very annoying every time as you have to go through the Bluetooth settings to reconnect. Rest its all right. Afterall we should not forget we are getting all that in ₹2000. So that’s quite okay. Its not a compromise its a good purchase.
",4,JBL T110BT
"call quality is really bad and wire is too long
","Not worth of its cost.. good for music lovers but call quality is really very bad .other person can't hear you untill you put that microphone almost inside your mouth . and the wire is extra large which is not convenient..and some times it disconnects automatically ..if you receive a call while watching a video you have to reconnect it after the call to hear the sound of that video again..
",2,JBL T110BT
"Two Stars
","Noise cancellation is not working properly
",2,JBL T110BT
"Power button stopped working within 4 months of careful usage
","I bought this product in January, 2018 and within 4 months its power button stopped working. I was able to switch it on, and then i was not able to switch it off.I used it with soo much care and all its hardware is working fine. But i don't know what goes wrong when i switch it off, while it easily get switched on using same button.I am not able to carry it anywhere. So no use of its portability.While my friend bought same product from a retail shop and his is working just fine.Amazon doesn't sells original products.I have now got a very negative insight for Amazon and will never recommend anyone to shop. And will even try my best to stop if anyone buys from it.
",1,JBL T110BT
"Quality of product is good for this range of money
","Quality of product is good for this range of money. Sound quality is good, bass is ok as it's mention as pure bass. Little bit unsatisfied due to not having waterproof, carrying case and deep bass as compare to Boat rockerz 250 waterproof for this range of cost. Over all product is more than average. And received in good condition.
",4,JBL T110BT
"Got a defective piece..
","Got a defective product on 23rd april.. suddenly stopped working while listening song even after charging for 3-4 hrs.. thought it dint charged .. or may be it mst hav disconnected while charging ..Same i kpt for charging .. neither the white light was glowing while charging .. nor the blue light .. Today . 3rd may i put dwn d request to retrn it ..Lets C ..  how Amazon gonna behave ..Feel likeni lost my money
",1,JBL T110BT
"Head set not working
","Visakhapatnam no service centre on JBL products
",2,JBL T110BT
"Disappointed with the product
","I've received an old product in which one wasn't even working. Also, there was no charging cable.
",1,JBL T110BT
"Very bad. Not worth for the sound and product quality.
","Left earpiece stopped working in few hours of use.No bass at all. No effect. Just flat sound.Very annoying blue light for indications.Wires are very delicate, I felt it will tear so soon.Product quality and reliability is very bad.
",1,JBL T110BT
"Four Stars
","Amazing sound quality but apple earpods weigh in with a better sound clarity! Anyways great quality
",4,JBL T110BT
"Waste
","Company name only product performance is poor
",1,JBL T110BT
"Fair enough
","As usual delivery was very quick. It's just couple of days since the product arrived. So far it's good to use. No abnormalities observed. Sound is fair for talking and listening songs.
",4,JBL T110BT
"Got it replaced
","The sound is Good.Bass is good but treble is also high.I got it replaced the earlier product didn't have bass to it but the replaced headphone is good.Call quality is on average side but I didn't buy it for that so no issue for me.If anyone get headphone with more treble than base just replace it.
",5,JBL T110BT
"Incoming and outgoing call quality is very poor, noisy and not audible
","Incoming and outgoing call quality is very poor, noisy and not audible.It didnot serve the purpose of making calls.Receiver of the call complains that the audio is not clear.
",1,JBL T110BT
"My experience
","I was using this for 2months  sound quality is good not that great but at this price tag ok .if jbl makes more bass of this that would be great.in terms build quality is superb. I recommend this for work outs who travel a lot.
",4,JBL T110BT
"Great for the price, and value for money.
","Product is amazing.For the price and for the sound quality both. I loved it.Just that in call voice was different in different devices.Nd it seems durable too..3.5 if i could give that stars out of 5
",3,JBL T110BT
"It's not working
","After 2months suddenly headphone is not working .. couldn't able to find issue.. its not switching ON. But when I put it on charge i can able to see the white led glowing
",1,JBL T110BT
"JBL 🤘 awesome..
","Nice product. Good sound and bass. Easy pairing with my phone & laptop. Not giving five star because of delay in delivery by courier service.
",4,JBL T110BT
"Battery life is 10 min and charging problem
","I take this product in month March at that time it works well but within 2 months it does not get charged and battery life of this device is 10 to 20 min
",1,JBL T110BT
"Excellent
","Sound quality is fine. Looks good. Very comfortable to wear.
",5,JBL T110BT
"JBL T110BT - Mic stopped working
","I bought this product and just in 10 days the Mic stopped working. I met another guy who said the same thing about his Wireless earphone.And I can't even find the replacement option.What to do with such situation ?
",1,JBL T110BT
"Not worth 2K
","1. Sound quality: Bad. definitely not worth 1999/-2. Hardware quality: good3. Battery: goodI hate the sound.Also can't return bcoz no return policy.  So stuck with this.Songs playing on loop. Only one song playing. Not moving to next song.Very irritatingI am using with oneplus3My advice: if ur budget for Bluetooth earphone is under 2K then please don't bother buying Bluetooth earphone. Buy normalEdit after using for 8 days1. After installing an equilizer app and tweaking the sound as per my liking.. now the sound is good.2. Next prev is working. It was the problem with the music app.3. Wire is too long.4. Battery is good
",3,JBL T110BT
"A very below average product by JBL.
","Sound quality sound is just ok. Not up to the mark.Mostly the sound will pop out from the speakers. Your friend sitting beside you can easily hear what you are hearing. (And this is not in max volume) its weirdly loud which is really annoying.It’s a good looking product but very bad in quality from JBL.Obviously 2000 for a Bluetooth earphone is not a small price.Definitely do not recommend this to buy.
",1,JBL T110BT
"Doesn't look good at all
","Doesn't look good at all. Stopped working only after 1 day after I received it. Replaced but unfortunately got an already used product which had several scratches on it. The wire is bit long than other earphones available in the market. Sound quality was okay.1 star for seller only else would have given 3 or something.
",1,JBL T110BT
"Please don't purchase, totally waste of money
","This is the worst product I've used till now. Even 1 star is too much for this product. I want to give it-5 star.Over pricedPoor quality(likes 200 rs headphone)Once you purchase it, you will have no option to return it. Forcefully you've to use it.Please do not purchase it.
",1,JBL T110BT
"I received this in torn condition
","I received this in torn Condition,It seemed to be used and even the quality and sound is not worth the Money
",3,JBL T110BT
"Does the job well.
","Got this for someone else who uses them for about 6 hours a day and then complains about battery life not being that great! 5-6 hours is sufficient I think for a product this size.I think it does the job, is easy to pair, comfortable around the neck as well as on the ears but maybe - just maybe the battery could have some more juice - maybe.
",4,JBL T110BT
"not working when use jiofi
","Sound quality of JBL is good. But headphone does not work when you are going to use your phone with JIOFI or WIFI. While talking to the phone, the noise stops.
",3,JBL T110BT
"Just about okay.
","These earphones did deliver a fairly decent sound quality but were not so comfortable in the ears. The connectivity was great and it took almost no time to pair with the phone whenever turned on. The mic output had a lot of noise and these earphones are just not suitable for calls. The person on the other end hears more ambient noise than your voice.
",3,JBL T110BT
"Not worthy
","Isn't find product worthy after using for few months .seems very low quality product and many times Bluetooth disconncests even at a distance less than 2-3 m away from phone
",2,JBL T110BT
"EXCELLENT.
","This is the perfect wireless earphone for any music lover. After going through a lot of earphons and headphones by jbl, have to say, they have not left me down. Only problems are that the magnets are on the sides which makes them a bit confusing and carrying case is not provided.  Letting that go, this is the real deal. Good music quality and build.(Been using for a week). Hope this review was helpful.
",5,JBL T110BT
"Bad for Voice Calls
","While Using it For Voice Calls perfomanceis too bad
",1,JBL T110BT
"This is ok in this price
","In this price this is okBut one thing is missing you cant use Google assistant like when you hold the button in other handsfree.
",4,JBL T110BT
"Not a recommended product
","Very poor quality.Just 20 days since I bought it and already the left earpiece is low in volume.No question of bass in the earphones at all since the beginning.Very unsatisfied with this product of JBL.
",1,JBL T110BT
"Not a good product.
","Bad product!Bluetooth keep disconnecting automaticallyy. Every time you have to press Bluetooth ON and connect buttons after couple min no activity on the channel.Would like to return but that option is not available. Stuck with a bad product with such a high prove tag and cannot do anything about it now.
",1,JBL T110BT
"JBL your products is backdated.
","Wire is too big for a wireless earphone. Not upto the mark for the price. There are other model present in the market of better performance and less price.
",2,JBL T110BT
"One Star
","delivered wrong product (delivered smile jamica instead of jbl product)
",1,JBL T110BT
"Perfect bass...JBL awesome
","Sound is good...and the bass is just awesome...it  fits for its price. ...only demerit is the battery backup which lasts for 5hrs...... overall it is good... one must buy
",4,JBL T110BT
"I am extremely disappointed with the product
","I am extremely disappointed with the product.  did not realize it was a defective/old piece. The battery life has deteriorated within two weeks of its purchase. It discharges within 10 mins of a full charge.
",1,JBL T110BT
"Good product at less price.
","Output nice and loud. Connectivity feedback sound is great. Bass not impactful or as great as Sony or Skullcandy. But considering price, it is good. Ear buds tip has dual color which is attractive. Branding missing on back side of ear buds. Easy to pair with all devices, I tried with TV and mobile. It keeps background noise outside only. Product quality and build is good.
",4,JBL T110BT
"Sound is ok. Bass is medium. Issue in connectivity.
","Not very good but ok. Main problem I am facing with this is, it disconnects with phone for 5-6 secs and gets connects again either I am on call or listening to music. This started after 10 days of delivery now I am not able to return it.
",2,JBL T110BT
"Continuous noise in background!
","Not a very good sound. Continuous noise heard in the background giving an unclear sound
",1,JBL T110BT
"Four Stars
","Quality is good but bass is normal
",4,JBL T110BT
"... include pure bass but the sound quality is sooo bad..
","The name of this product include pure bass but the sound quality is sooo bad..... it didnt meet my expectation at all.....im thinking of taking legal action against the seller
",1,JBL T110BT
"GOOD EARPHONES AS PER COST
","Not up to the mark
",4,JBL T110BT
"Freedom from connected wires
","I found it quite useful during morning walks.  Before I bought the JBL wireless head phones, I used to use wired head phones that used to get disturbed by moving hands and plants by the side footpaths while walking! Now I can walk freely without any such disturbances.
",5,JBL T110BT
"Strictly Ok
","The sound is not that great as expected from JBL. Also the headphone is back heavy and causes the ear plugs to slip during a run or gym exercise.
",3,JBL T110BT
"I was really unsure when i bougt this but all doubts and second thoughts were cleared out just as soon as i got it.
","One of the best in it's category. Easy to connect. Very good bass and clarity of sound.Mic works just fine. Hassle free and easy to use too. The battery backup is par not bad but could be better and else everything is good.
",5,JBL T110BT
"One Star
","Worst product I have ever received.Poor bass and poor mic
",1,JBL T110BT
"Quality
","Sound quality is kind of good, don't expect to be excellent. Mids are pure, there's no sufficient amount of bass to be honest. Noise cancellation is okayish, but sometimes if using a smaller earbuds the nearby person can possibly identify what song you're listening to.But overall cannot expect anything more at this price point.
",3,JBL T110BT
"Just wasted my 2k rs
","No audio quality ... No bass .. only treble .. no voice quality on call ... Just wasted my 2k rs.. on this.. so better to say no to this product... 2000 rs wasted so better to to  go with skull Kandy ....
",1,JBL T110BT
"Quality Product
","For all Music Lovers and the Ones who receive lot of Phone Calls.Battery lasts for 2 Days.
",5,JBL T110BT
"Love it already
","Just got this product in hand... Love it already.  I got one in black colour.  sound quality is great for a thin bluetooth headset.  For this price these headphones are worth every penny.  Another big advantage is that it's made by JBL - very well name in the industry.
",5,JBL T110BT
"FAKE PRODUCT
","No proper sound clarity.. this is not a Genuine product.. Amazon.. please do not sell such 1st copy products...
",1,JBL T110BT
"Worth the money
","The best wireless earbuds under 3KPros :1. Premium built quality2. Light weight3. Good Bluetooth connectivity4. Good battery backup5. Superior audio qualityCons :1. Struggles at very high pitch soundscheck out the unboxing of this earbuds in my YouTube channel Techno Element ;)
",5,JBL T110BT
"Worth purchase
","Awesome. I loved it♥
",5,JBL T110BT
"No Bass, 50% earphone does not work after 2 months.
","Do not go with the name ""Pure Bass""cause there none.Build quality seems to be good but when I bought it, the next day the plastic part near the battery was literally melted hence I returned it.The replacement which I got worked fine for a month or two but  later the left ear plug sound reduced by 50%.Don't know what to do.Conclusion : Do  not buy cheap Bluetooth earphone buy premium once.
",2,JBL T110BT
"Not the right platform
","One of the 2 sides Stopped working in 20 days , should have ordered from Flipkart
",1,JBL T110BT
"No Bass, Very cheap & Bad sound quality for music lover
","Worst product from JBL. No Bass at all.  I Tried 2 times buying the same and the result of the sound quality was so poor. So much of Noice in hearing. Better buy Boat earphones which are worth the money and great bass and not JBL. JBL wireless earphones are biggest flop in the market.
",1,JBL T110BT
"Good.
","Jbl pure sound. Good.
",4,JBL T110BT
"I doubt it will last long?
","Writing a review after 5 months of usage!It's a very good headphones!I was looking for some good headphones which I can use while riding my bike, and these were perfect!But the reason I gave three stars is that recently it is charging in half the time it was before and not even lasting half an hour!JBL I need a replacement!
",3,JBL T110BT
"Five Stars
","Jbl as a good brand has also good sound qualityShud buy
",5,JBL T110BT
"MAY B DUPLICATE JBL
","I dnt knw whether I got d original JBL headset or a China made coz sound wasn't dat good
",1,JBL T110BT
"Best product... Price a bit high...
","Bass is a bit low compared to the wired T110, charging backup is also good continous use of 6 hours.After a month of use the mic stopped working, and some  sound is coming from the left ear piece. Have to claim warranty, it's a big process for those who don't have the service centers in their cities
",3,JBL T110BT
"Superb sound with great noise cancellation
","JBL is a brand, which can never disappoint you in terms of quality and service. Superb sound, the best thing about this product is its noise cancellation, which is almost close to 95%. Battery backup  is pretty good ...so in short amazing product in this price range.
",4,JBL T110BT
"Two Stars
","Battery life is not good. Sound quality is good.the right ear speaker stopped working.  Dont buy this product at all.
",1,JBL T110BT
"These are awesome!
","Lovin' it!
",5,JBL T110BT
"Bass is too low.
","Easy to use but the sound quality is just normal. Thought it would match the sound of the apple ear phones but it’s not even close. Bass is too low.
",3,JBL T110BT
"Charging pin Damaged very early
","Not Charging. Damaged very early. Thought it would last for at least 2years
",1,JBL T110BT
"Five Stars
","Good quality headphones for this price and moreover it's reputed brand. Loved the bass from these headphones.
",5,JBL T110BT
"damaged piece
","this is continuously coming out ....i ignored it but now its totally a damaged piece
",1,JBL T110BT
"Overall sound quapity is good considering its price.
","It could be considered a good option for mobiles without headphone socket. Works fantastically fine with iphone as well as android smartphone.Compatible with laptop.
",4,JBL T110BT
"No bass in the product
","Product was not up to the mark.. I have expected much more than this...Bass is not there in product...I dont recommend this to any one...!!
",1,JBL T110BT
"NO BASS
","no bass ....sound quality worst than any 500 rs earphoneno bass...very bad sound quality cheap plastic...i want my money back
",1,JBL T110BT
"Pathetic bass
","Pathetic bass. JBL is misleading buyers by giving it pure bass name.Still giving two stars as normal calling is fine but guess it is similar to any cheaper headphone.
",2,JBL T110BT
"Plain voice, no bass, no noise cancellation
","The quality is good but there’s no value for money. It sounds like any cheap headphones, only wireless. Plain voice, no bass, no noise cancellations. I’ll recommend to put in some more and buy skullcandy ink’d...
",3,JBL T110BT
"Best product.
","Best product....I m writing this after 7 days of usage..!!! Best sound quality....bass...clearity....Overall best for tht price...!!! About battery life....almost 6 hours of usage....nd charges within 2 hrs...!!!:)
",5,JBL T110BT
"HATE IT !!!!
","Should've taken the review seriously. It is about to be a month so many issues with this one , the volume goes up and down automatically, sometimes it shows connected but then it plays songs in my phone's speaker and most of the time the sound it plays is like really bad  I feel like I am listening radio ,or may be I got a bad piece.
",1,JBL T110BT
"Good sound for JBL Bluetooth headset..
","Sound is ok, bass little hai but tone is low.. microphone is ok ..that's it
",4,JBL T110BT
"Voice Calling while speaking is so poor
","I'm highly  disappointed with this product .It works well if you want to use it just for listening songs using Bluetooth.But doesn't work well at all while speaking on call with somebody.Natural Bluetooth speaker arrangements on your neck will not allow your voice to reach to front person.
",1,JBL T110BT
"Good bass and good mix with vocals makes smooth for ...
","Good bass and good mix with vocals makes smooth for ear at high level sound never ear damage with frequency best choice for sound freaks jbl sound engineering killer ZfAM!!!
",4,JBL T110BT
"Complaint
","It's my even one month dat I hav purchased dis product n it's my working ....it was  handled so nicely by still it stopped working in a month...m very disappointed...plz help
",1,JBL T110BT
"Worst Sound Quality
","Returned after using for few minutes. Sound quality is lower than average. No bass at all.Please don't buy this. I think JBL expensive one will
",1,JBL T110BT
"Not worth.... Definitely not for running ...
","Not worth.... Definitely not for running... Am using it but it keep disconnecting while running. Sound quality is OK not more than that.
",2,JBL T110BT
"Good product Excellent bass Last upto 6 hrs as mentioned ...
","Good productExcellent bassLast upto 6 hrs as mentioned in descriptionQuickly connects to paired devicesSond quality in also excellent.
",5,JBL T110BT
"Awesome bass... pure bass
","Grt product
",5,JBL T110BT
"The product looking nice and Bluetooth system also good
","The product looking nice and Bluetooth system also good .The problem is that charging get down very fast and very uncomfortable while using.
",3,JBL T110BT
"Sound not like jbl Quality of sound is low
","Sound not like jblQuality of sound is low
",1,JBL T110BT
"Its not even been 2 months and my earphones are ...
","Its not even been 2 months and my earphones are not working properly. It keeps on getting disconnect. Sometimes it doesn't even get turn ON or OFF.
",1,JBL T110BT
"But the packaging was horrible. No cushion what so ever
","But the packaging was horrible. No cushion what so ever. The product has scratches. 4 stars juz for jbl 's sound quality
",4,JBL T110BT
"Excellent quality
","Super product
",5,JBL T110BT
"Quality is not good
","Hi, I need to return JBL earphone as battery only last for 20-30min after full charging. Please share return policy.
",1,JBL T110BT
"Jbl quality ok
","Sonds good but not like iphone earphone
",4,JBL T110BT
"Plz change the wordings from pure bass to poor bass
","It's not pure bass. It's poor bass. There's no bass effect at all. The sound quality is similar to 200rs earphones.!!
",2,JBL T110BT
"One Star
","very low sound. headphone stopped working after 15 days not worth buying i have wasted my money . dnt buy!!
",1,JBL T110BT
"Product is pretty good and sound quality and bass is very impressive
","Product is pretty good and sound quality and bass is very impressive,best wireless earphones at this price but after 2-3 days one side of this earphones stopped working but amazon take it back
",4,JBL T110BT
"Very waste
","This product is waste duplicate no purchase this product
",1,JBL T110BT
"Wrong product
","Wrong product received with no replacement option
",1,JBL T110BT
"NO GOOGLE ASSISTANT....
","Drawback .... there is no Google assistant in this earphones!!!! .....
",3,JBL T110BT
"good one
","voice quality is sme as headphones but its easy than headphones to carry in daily life easily
",3,JBL T110BT
"Sound quality is good but call quality is very worst
","Pros and consOverall sound quality 10/10Bass 10/10 if u set equaliser correctlyBattery backup as its mentioned in descriptionBuild quality 10/10Calling quality very worst 0/10 like roadside  .. no clear soundBluetooth connectivity is 9/10Amazon service 10/10MAJOR ConsAll headsets r for calling purpose only for talking  but we listen music occasionally. Call quality is worst i give -0 STARS. BECAUSE OF CALL QUALITY MY EARS GOT DAMAGE THAT I CAN'T HEAR CORRECTLY...... IM GETTING TREATMENT IN EAR specialist..... I lost my 2000 Rs plus in hospital..... Everytime in my ear some ringing sound..... Worst headset in my lifetime for calling..
",1,JBL T110BT
"Bass could have been better rest a VFM product
","Bouggt it for daily use. Bass could have been better rest a VFM product that's why I bought it !
",4,JBL T110BT
"Want to return
","The product is not goodMy one side of that headphone not working so now what the soluton
",1,JBL T110BT
"disappointed
","device quality is good... but sound is bad... no bass as mentioned... voice also not good
",2,JBL T110BT
"One Star
","Waste of money
",1,JBL T110BT
"Ok product
","I'm giving 2star just because of product box seal was broken. Rest product is ok (brand, Colour & portability). I don't see anything special about bass.
",2,JBL T110BT
"Guys, JBL is always the best.
","This is the best bluetooth headphone I've found in this price range and this has come new in the market recently. Specially the magnet ting in the ear pieces are awesome, it's the most helpful thing.In the box it says ""Pure bass"", bass is not that high but audio clarity with effects is really good. While listening to some tracks I feel that treble is little high but that I've solved by using equalizer on my phone. It took me about 1 hr 40 mins to charge and goes on full day well.The wire which is at the rear (neck area) should've been a little longer and front ones a little short because it's sometimes difficult to find the buttons for changing songs or picking up the call.But overall according to my experience JBL is always the best. No matter what product you buy from them their music quality is always the best.
",5,JBL T110BT
"Do not buy this product , stopped working after one month
","Do not buy this product, stopped working after just one month.Sound quality is not good.I m not able to discover this earphone in my iphone after one month
",1,JBL T110BT
"Sound quality is not as expected.
","Sound quality is not as expected...
",3,JBL T110BT
"The worst headphones ever
","One of the worst earphones of all times it has no battery back up at all nd switches off after every 3-4 minutes and the problems happen after 20-25 days
",1,JBL T110BT
"One Star
","One can review this after receiving the product!
",1,JBL T110BT
"Bad
","Very very bad productDon't buy
",1,JBL T110BT
"Not much bass as expected from JBL
","A bit too long for sports use. JBL wired earphones provide more bass than this one. Otherwise pretty nice for casual use
",3,JBL T110BT
"One Star
","Received tempered and empty package
",1,JBL T110BT
"Two Stars
","suddenly stopped working...
",2,JBL T110BT
